Scheme Name	Asset Value
Franklin India Money Market Fund - DP - Wkly IDCW R	10.1013
Franklin India Money Market Fund - Growth Option	50.2423
Franklin India Money Market Fund Retail Option - Daily - IDCW	10.1027
Franklin India Money Market Fund Retail Option - Direct - Daily - IDCW	10.1135
Franklin India Money Market Fund Retail Option - Direct - Monthly - IDCW	10.9553
Franklin India Money Market Fund Retail Option - Direct - Quarterly - IDCW	11.5892
Franklin India Money Market Fund Retail Option - Monthly - IDCW	10.5413
Franklin India Money Market Fund Retail Option - Quarterly - IDCW	11.0572
Franklin India Money Market Fund Wkly IDCW R	10.0908
HDFC Money Market Fund - Daily IDCW Option	1063.5633
HDFC Money Market Fund - Daily IDCW Option - Direct Plan	1063.5685
HDFC Money Market Fund - Growth Option	5724.7371
HDFC Money Market Fund - Growth Option - Direct Plan	5838.0925
HDFC Money Market Fund - Weekly IDCW Option	1062.6176
HDFC Money Market Fund - Weekly IDCW Option -Direct Plan	1062.6281
HSBC Money Market Fund - Direct Daily IDCW	10.8583
HSBC Money Market Fund - Direct Growth	27.7172
HSBC Money Market Fund - Direct Monthly IDCW	12.2663
HSBC Money Market Fund - Direct Weekly IDCW	13.178
HSBC Money Market Fund - Regular Daily IDCW	10.8583
HSBC Money Market Fund - Regular Growth	26.4305
HSBC Money Market Fund - Regular Monthly IDCW	11.6109
HSBC Money Market Fund - Regular Weekly IDCW	13.0912
ICICI Prudential Money Market Fund - Direct Plan Bonus	151.2089
ICICI Prudential Money Market Fund -Bonus	118.0134
ICICI Prudential Money Market Fund Dividend	100.0952
ICICI Prudential Money Market Fund Option - Direct Plan -  Daily IDCW	100.5043
ICICI Prudential Money Market Fund Option - Direct Plan -  Fortnightly IDCW	101.3351
ICICI Prudential Money Market Fund Option - Direct Plan -  Growth	384.6560
ICICI Prudential Money Market Fund Option - Direct Plan -  IDCW Others	176.2473
ICICI Prudential Money Market Fund Option - Direct Plan -  Monthly IDCW	101.0456
ICICI Prudential Money Market Fund Option - Direct Plan -  Weekly IDCW	100.7735
ICICI Prudential Money Market Fund Retail Growth (erstwhile Cash Option)	306.6704
ICICI Prudential Money Market Fund Option - Daily IDCW	100.5040
ICICI Prudential Money Market Fund Option - Growth	380.0510
ICICI Prudential Money Market Fund Option - IDCW Others	174.5512
ICICI Prudential Money Market Fund Option - Monthly IDCW	100.8819
ICICI Prudential Money Market Fund Option - Weekly IDCW	100.7103
ICICI Prudential Money Market Fund Option -Fortnightly IDCW	100.6605
Invesco India Money Market Fund - Daily IDCW (Reinvestment)	1000.1777
Invesco India Money Market Fund - Direct Plan - Daily IDCW (Reinvestment)	1012.0953
Invesco India Money Market Fund - Direct Plan - Discretionary IDCW (Payout / Reinvestment)	2826.1882
Invesco India Money Market Fund - Direct Plan - Growth	3154.7563
Invesco India Money Market Fund - Direct Plan - Monthly IDCW (Payout / Reinvestment)	1150.4909
Invesco India Money Market Fund - Direct Plan - Weekly IDCW (Payout / Reinvestment)	1004.0662
Invesco India Money Market Fund - Discretionary IDCW (Payout / Reinvestment)	3053.4331
Invesco India Money Market Fund - Growth	3050.1664
Invesco India Money Market Fund - Monthly IDCW (Payout / Reinvestment)	1022.9982
Invesco India Money Market Fund - Regular - Growth	2697.476
Invesco India Money Market Fund - Regular - Monthly IDCW (Payout / Reinvestment)	1432.7077
Invesco India Money Market Fund - Regular Plan - Daily IDCW (Reinvestment)	1008.4704
Invesco India Money Market Fund - Weekly IDCW (Payout / Reinvestment)	1000.334
JM Money Market Fund (Direct) - Fortnightly Dividend Option	10.3279
JM Money Market Fund (Direct) - Growth	28.7506
JM Money Market Fund (Direct) - Weekly Dividend	10.6743
JM Money Market Fund (Direct) Bonus Option - Principal Units	15.9606
JM Money Market Fund (Direct)- Daily Dividend Option	10.0508
JM Money Market Fund - Bonus Option - Principal Units	15.7555
JM Money Market Fund - Daily Dividend	10.0418
JM Money Market Fund - Fortnighly Dividend	10.3110
JM Money Market Fund - Growth	28.2812
JM Money Market Fund - Weekly Dividend	10.6454
Kotak Money Market Fund - (Growth)	4497.5076
Kotak Money Market Fund - (Growth) - Direct	4539.0725
Kotak Money market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option)	1055.47
Kotak Money Market Fund - (Monthly Payout of Income Distribution cum capital withdrawal option) - Direct	1217.9439
LIC MF Money Market Fund-Direct Plan-Growth	1204.7323
LIC MF Money Market Fund-Direct Plan-IDCW	1204.7322
LIC MF Money Market Fund-Regular Plan-Growth	1190.1177
LIC MF Money Market Fund-Regular Plan-IDCW	1190.1177
Mirae Asset Money Market Fund Direct Growth	1279.5444
Mirae Asset Money Market Fund Direct IDCW	1277.4328
Mirae Asset Money Market Fund Regular Growth	1261.7332
Mirae Asset Money Market Fund Regular IDCW	1261.7224
NIPPON INDIA MONEY MARKET FUND - DAILY IDCW Option	1010.3338
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - DAILY IDCW Option	1010.2401
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - MONTHLY IDCW Option	1027.0217
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - QUARTERLY IDCW Option	1013.8832
NIPPON INDIA MONEY MARKET FUND - DIRECT Plan - WEEKLY IDCW Option	1011.7110
Nippon India Money Market Fund - Direct Plan Growth Plan - Bonus Option	2475.8380
Nippon India Money Market Fund - Direct Plan Growth Plan - Growth Option	4210.4778
NIPPON INDIA MONEY MARKET FUND - MONTHLY IDCW Option	1026.6938
NIPPON INDIA MONEY MARKET FUND - QUARTERLY IDCW Option	1013.9367
NIPPON INDIA MONEY MARKET FUND - WEEKLY IDCW Option	1011.7077
Nippon India Money Market Fund-Growth Plan-Bonus Option	1713.3216
Nippon India Money Market Fund-Growth Plan-Growth Option	4156.8456
PGIM India Money Market Fund - Direct Plan - Daily Dividend Option	1010.396
PGIM India Money Market Fund - Direct Plan - Growth Option	1368.4728
PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option	1070.5748
PGIM India Money Market Fund - Direct Plan - Weekly Dividend Option	1004.6369
PGIM India Money Market Fund - Regular Plan - Daily Dividend Option	1009.0546
PGIM India Money Market Fund - Regular Plan - Growth Option	1328.6141
PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option	1060.9462
PGIM India Money Market Fund - Regular Plan - Weekly Dividend Option	1004.6027
SBI  SAVINGS FUND - DIRECT PLAN - GROWTH	44.5288
SBI  SAVINGS FUND - REGULAR PLAN - GROWTH	41.5054
SBI Savings Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	17.6499
SBI Savings Fund - Direct Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.9044
SBI Savings Fund - Direct Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	15.7688
SBI Savings Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)	16.3656
SBI Savings Fund - Regular Plan Daily Income Distribution cum Capital Withdrawal Option (IDCW)	13.5294
SBI Savings Fund - Regular Plan Weekly Income Distribution cum Capital Withdrawal Option (IDCW)	15.4450
Sundaram Money Market Fund Direct Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.0620
Sundaram Money Market Fund Direct Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.3782
Sundaram Money Market Fund Direct Plan - Growth	15.1124
Sundaram Money Market Fund Direct Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW)	11.2851
Sundaram Money Market Fund Direct Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	11.2851
Sundaram Money Market Fund Direct Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW)	12.7368
Sundaram Money Market Fund Direct Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.7368
Sundaram Money Market Fund Direct Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.4933
Sundaram Money Market Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.0620
Sundaram Money Market Fund Regular Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	11.2320
Sundaram Money Market Fund Regular Plan - Growth	15.0120
Sundaram Money Market Fund Regular Plan - Monthly Payout of Income Distribution cum Capital Withdrawal (IDCW)	11.2574
Sundaram Money Market Fund Regular Plan - Monthly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	11.2574
Sundaram Money Market Fund Regular Plan - Quarterly Payout of Income Distribution cum Capital Withdrawal (IDCW)	12.6511
Sundaram Money Market Fund Regular Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	12.6511
Sundaram Money Market Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)	10.4944
Tata Money Market Fund- Direct Plan - Daily Reinvestment of IDCW Option	1114.4817
Tata Money Market Fund- Direct Plan- Growth Option	4817.0903
Tata Money Market Fund- Regular Plan - Daily Reinvestment of IDCW Option	1114.4738
Tata Money Market Fund-Regular Plan - Growth Option	4728.5509
TRUSTMF MONEY MARKET FUND-DIRECT PLAN-GROWTH	1226.4529
TRUSTMF MONEY MARKET FUND-DIRECT PLAN-MONTHLY IDCW	1124.5028
TRUSTMF MONEY MARKET FUND-REGULAR PLAN-GROWTH	1220.3891
TRUSTMF MONEY MARKET FUND-REGULAR PLAN-MONTHLY IDCW	1118.7279
Union Money Market Fund - Direct Plan -  Growth Option	1266.8590
Union Money Market Fund - Direct Plan -  Monthly IDCW Option	1015.1082
Union Money Market Fund - Direct Plan -  Weekly IDCW Option	1000.2588
Union Money Market Fund - Direct Plan - Daily IDCW Option	1000.0024
Union Money Market Fund - Regular Plan -  Growth Option	1232.7903
Union Money Market Fund - Regular Plan -  Monthly IDCW Option	1010.0226
Union Money Market Fund - Regular Plan -  Weekly IDCW Option	1002.2894
Union Money Market Fund - Regular Plan - Daily IDCW Option	1005.0000
UTI MMF - Direct Plan - Growth Option	3125.4284
UTI MMF - Regular Plan - Flexi Dividend Option	1194.9018
UTI MMF - Regular Plan - Growth Option	3088.1642
UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option	3850.449
UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option	2580.6832
UTI MMF-Discontinued - Regular Plan -Growth	7135.9586
UTI Money Market Fund - Direct Plan - Annual IDCW	1855.0908
UTI Money Market Fund - Direct Plan - Daily IDCW (Reinvestment)	1030.887
UTI Money Market Fund - Direct Plan - Flexi IDCW	1602.0779
UTI Money Market Fund - Direct Plan - Fortnightly IDCW	1252.5702
UTI Money Market Fund - Direct Plan - Half-Yearly IDCW	1746.3671
UTI Money Market Fund - Direct Plan - Monthly IDCW	1529.9007
UTI Money Market Fund - Direct Plan - Quarterly IDCW	1658.6519
UTI Money Market Fund - Direct Plan - Weekly IDCW	1108.3177
UTI Money Market Fund - Regular Plan - Annual IDCW	1839.3838
UTI Money Market Fund - Regular Plan - Daily IDCW (Reinvestment)	1138.877
UTI Money Market Fund - Regular Plan - Fortnightly IDCW	1160.5541
UTI Money Market Fund - Regular Plan - Half-Yearly IDCW	1735.3366
UTI Money Market Fund - Regular Plan - Monthly IDCW	1041.8753
UTI Money Market Fund - Regular Plan - Quarterly IDCW	1179.0852
UTI Money Market Fund - Regular Plan - Weekly IDCW	1142.7097
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Monthly Payout of IDCW	1003.8028
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Direct - Weekly Reinvestment of IDCW	1000.7536
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-  Regular - Weekly Reinvestment of IDCW option	1000.7439
ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Direct - Daily Reinvestment of IDCW	1000.02
ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular - Daily Reinvestment of IDCW	1000.02
ADITYA BIRLA SUN LIFE OVERNIGHT FUND- Regular- Monthly Payout of IDCW option	1003.7519
ADITYA BIRLA SUN LIFE OVERNIGHT FUND-DIRECT PLAN-GROWTH	1399.6505
ADITYA BIRLA SUNLIFE OVERNIGHT FUND-REGULAR PLAN-GROWTH	1388.9758
Axis Overnight Fund - Direct Plan - Daily IDCW	1000.5073
Axis Overnight Fund - Direct Plan - Growth Option	1369.4301
Axis Overnight Fund - Direct Plan - Monthly IDCW	1000.8457
Axis Overnight Fund - Direct Plan - Weekly IDCW	1000.9844
Axis Overnight Fund - Regular Plan - Daily IDCW	1000.5032
Axis Overnight Fund - Regular Plan - Growth Option	1364.7799
Axis Overnight Fund - Regular Plan - Monthly IDCW	1000.8385
Axis Overnight Fund - Regular Plan - Weekly IDCW	1000.9514
Bajaj Finserv Overnight Fund - Direct - Unclaimed less than 3 years IDCW Plan	1009.1379
Bajaj Finserv Overnight Fund - Direct - Unclaimed less than 3 years Redemption Plan	1013.9837
Bajaj Finserv Overnight Fund - Direct Plan - Daily - IDCW	1033.1412
Bajaj Finserv Overnight Fund - Direct Plan - Fortnightly - IDCW	1034.4612
Bajaj Finserv Overnight Fund - Direct Plan - Growth	1134.8706
Bajaj Finserv Overnight Fund - Direct Plan - Monthly - IDCW	1034.4638
Bajaj Finserv Overnight Fund - Direct Plan - Weekly - IDCW	1033.4353
Bajaj Finserv Overnight Fund - Regular Plan - Daily - IDCW	1032.8859
Bajaj Finserv Overnight Fund - Regular Plan - Fortnightly - IDCW	1034.2099
Bajaj Finserv Overnight Fund - Regular Plan - Growth	1133.7507
Bajaj Finserv Overnight Fund - Regular Plan - Monthly - IDCW	1034.1910
Bajaj Finserv Overnight Fund - Regular Plan - Weekly - IDCW	1033.1697
BANDHAN Overnight Fund - Direct Plan - Daily IDCW	1000.0073
BANDHAN Overnight Fund - Direct Plan - Growth	1380.0643
BANDHAN Overnight Fund - Direct Plan - Monthly IDCW	1003.9825
BANDHAN Overnight Fund - Direct Plan - Periodic IDCW	1257.4662
BANDHAN Overnight Fund - Direct Plan - Weekly IDCW	1000.6991
BANDHAN Overnight Fund - Regular Plan - Daily IDCW	1000.0073
BANDHAN Overnight Fund - Regular Plan - Growth	1370.4420
BANDHAN Overnight Fund - Regular Plan - Monthly IDCW	1003.9349
BANDHAN Overnight Fund - Regular Plan - Weekly IDCW	1001.6306
BANDHAN Overnight Fund - REGULAR PLAN PERIODIC IDCW	1253.9521
BANK OF INDIA Overnight Fund Direct Plan Growth	1313.2805
BANK OF INDIA Overnight Fund Direct Plan- Daily IDCW	1000.0000
BANK OF INDIA Overnight Fund Direct Plan- Monthly IDCW	1004.4890
BANK OF INDIA Overnight Fund Direct Plan- Weekly IDCW	1000.0019
BANK OF INDIA Overnight Fund Regular Plan Growth	1309.6933
BANK OF INDIA Overnight Fund Regular Plan- Daily IDCW	1000.0000
BANK OF INDIA Overnight Fund Regular Plan- Monthly IDCW	1004.4658
BANK OF INDIA Overnight Fund Regular Plan- Weekly IDCW	1000.3170
BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Greater than 3 Years	1000.0000
BANK OF INDIA Overnight Fund Unclaimed IDCW Plan - Up to 3 Years	1234.7990
BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Greater than 3 Years	1000.0000
BANK OF INDIA Overnight Fund Unclaimed Redemption Plan - Upto 3 Years	1235.0927
Baroda BNP Paribas Overnight Fund - Direct Plan - Daily IDCW	1000.0028
Baroda BNP Paribas Overnight Fund - Direct Plan - Growth	1359.0485
Baroda BNP Paribas Overnight Fund - Direct Plan - Weekly IDCW	1000.2464
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed IDCW - Greater than 3 years	1000.0000
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed IDCW - Up to 3 years	1219.3609
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed Redemption - Greater than 3 years	1000.0000
Baroda BNP Paribas Overnight Fund - Plan C - Unclaimed Redemption - Up to 3 years	1219.3467
Baroda BNP Paribas Overnight Fund - Regular Plan - Daily IDCW	1000.0018
Baroda BNP Paribas Overnight Fund - Regular Plan - Growth	1353.6246
Baroda BNP Paribas Overnight Fund - Regular Plan - Weekly IDCW	1000.7261
CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - DAILY IDCW (Reinvestment)	1001.0012
CANARA ROBECO OVERNIGHT FUND - DIRECT PLAN - GROWTH OPTION	1336.4066
CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - DAILY IDCW (Reinvestment)	1001.0000
CANARA ROBECO OVERNIGHT FUND - REGULAR PLAN - GROWTH OPTION	1335.1071
DSP Overnight Fund - Direct Plan - Growth	1386.0323
DSP Overnight Fund - Direct Plan - IDCW - Daily	1000.0099
DSP Overnight Fund - Direct Plan - IDCW - Weekly	1000.8946
DSP Overnight Fund - Regular Plan - Growth	1378.8306
DSP Overnight Fund - Regular Plan - IDCW - Daily	1000.0099
DSP Overnight Fund - Regular Plan - IDCW - Weekly	1000.972
Unclaimed IDCW - Beyond 3 years (Invested in DSP Overnight Fund)	10
Unclaimed IDCW - Upto 3 years (Invested in DSP Overnight Fund)	12.3464
Unclaimed Redemption - Beyond 3 years (Invested in DSP Overnight Fund)	10
Unclaimed Redemption - Upto 3 years (Invested in DSP Overnight Fund)	12.3464
Edelweiss Overnight Fund - Direct Plan - Annual - IDCW Option	1339.478
Edelweiss Overnight Fund - Direct Plan - Daily - IDCW Option	1000.1344
Edelweiss Overnight Fund - Direct Plan - Fortnightly - IDCW Option	1149.6445
Edelweiss Overnight Fund - Direct Plan - Growth	1339.0208
Edelweiss Overnight Fund - Direct Plan - Monthly - IDCW Option	1057.5095
Edelweiss Overnight Fund - Direct Plan - Weekly - IDCW Option	1065.6143
Edelweiss Overnight Fund - Regular Plan - Annual - IDCW Option	1334.6264
Edelweiss Overnight Fund - Regular Plan - Daily - IDCW Option	1008.3182
Edelweiss Overnight Fund - Regular Plan - Fortnightly - IDCW Option	1096.7879
Edelweiss Overnight Fund - Regular Plan - Growth	1334.6217
Edelweiss Overnight Fund - Regular Plan - Monthly - IDCW Option	1004.4134
Edelweiss Overnight Fund - Regular Plan - Weekly - IDCW Option	1016.6343
Edelweiss Overnight Fund - Unclaimed IDCW Plan - Above 3 years	1000
Edelweiss Overnight Fund - Unclaimed IDCW Plan - Upto 3 years	1225.1318
Edelweiss Overnight Fund - Unclaimed Redemption Plan - Above 3 years	1000
Edelweiss Overnight Fund - Unclaimed Redemption Plan - Upto 3 years	1225.1303
Franklin India Overnight Fund - Daily Dividend Plan - Daily - IDCW	1000.0001
Franklin India Overnight Fund - Direct Daily Dividend Plan - Daily - IDCW	1000.0008
Franklin India Overnight Fund - Direct Weekly Dividend Plan - Weekly - IDCW	1000.4278
Franklin India Overnight Fund - Weekly Dividend Plan - Weekly - IDCW	1000.4288
Franklin India Overnight fund- Growth	1345.0838
Franklin India Overnight Fund- Growth - Direct	1349.2856
Franklin India Overnight Fund- Unclaimed IDCW Investor Education Plan	10.0000
Franklin India Overnight Fund- Unclaimed IDCW Plan	12.2463
Franklin India Overnight Fund- Unclaimed Redemption Investor EducationPlan	10.0000
Franklin India Overnight Fund- Unclaimed Redemption Plan	12.2463
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- - Income Distribution cum capital withdrawal Option ( Reinvestment)	1001.1578
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Fortnightly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1214.7781
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Growth Option	1334.195
Groww Overnight Fund (formerly known as Indiabulls Overnight Fund)- Direct Plan- Monthly - Income Distribution cum capital withdrawal Option (Payout & Reinvestment)	1005.1883
